Temp_K,B_T,Rxx,Rxy,Bridge3Resistance_Ohms
299.61594543457,2.40854744613171e-05,543.941064453125,157.374934387207,NaN
297.503897094727,2.20630294084549e-05,542.402990722656,161.774900817871,NaN
295.405557250977,2.72110705077648e-05,544.093566894531,160.702598571777,NaN
293.306246948242,2.94173733890057e-05,559.065142822266,150.021696472168,NaN
291.339807128906,3.62201401591301e-05,835.103454589844,-32.1436759948731,NaN
289.398764038086,3.4197695851326e-05,835.230572509766,-32.1552928924561,NaN
287.480480957031,3.51169884204865e-05,835.3546875,-32.1706512451172,NaN
285.484698486328,3.64039993286133e-05,835.527722167969,-32.1882286071777,NaN
283.443231201172,3.89780190587044e-05,835.664080810547,-32.2006267547607,NaN
281.387493896484,4.10004636645317e-05,835.808099365234,-32.217756652832,NaN
279.374047851563,4.17358979582787e-05,735.708660888672,33.1020795822144,NaN
277.441799926758,4.63323619961739e-05,721.755743408203,43.054955291748,NaN
275.459851074219,4.35744833946228e-05,814.943225097656,-19.5320735931397,NaN
273.433090209961,5.36867061257362e-05,562.011187744141,148.838665771484,NaN
271.415838623047,5.20319789648056e-05,553.426483154297,134.657621765137,NaN
269.41227722168,5.46059995889664e-05,571.492822265625,75.6402206420898,NaN
267.388922119141,5.49737164378166e-05,571.904937744141,73.3258003234863,NaN
265.452673339844,5.90186053514481e-05,571.666662597656,71.8983993530273,NaN
263.395010375977,5.9937898516655e-05,570.403039550781,74.4854522705078,NaN
261.40739440918,5.92024648189545e-05,571.584039306641,73.1233345031738,NaN
259.441445922852,6.04894751310349e-05,570.246838378906,76.3114868164062,NaN
257.395498657227,5.88347464799881e-05,572.601586914063,70.7779403686523,NaN
255.407502746582,6.28796368837357e-05,585.954992675781,62.3364940643311,NaN
253.419914245605,6.26957768201828e-05,646.400787353516,13.941895866394,NaN
251.422331237793,6.43505054712296e-05,677.333752441406,-17.1310614585876,NaN
249.436868286133,6.21442013978958e-05,578.512176513672,65.7049751281738,NaN
247.374140930176,6.78438168764114e-05,575.922534179688,66.5973556518555,NaN
245.384831237793,6.56375163793564e-05,575.994653320313,65.8170585632324,NaN
243.438412475586,6.78438180685043e-05,569.478527832031,75.2029396057129,NaN
241.388897705078,4.33906254172325e-05,568.080688476563,76.7030403137207,NaN
239.401754760742,4.37583422660828e-05,568.209393310547,76.2383941650391,NaN
237.416441345215,5.14804029464722e-05,565.187744140625,92.7938926696777,NaN
235.398864746094,5.51575744152069e-05,569.583306884766,96.3519874572754,NaN
233.419081115723,5.53414338827133e-05,566.819134521484,104.455796813965,NaN
231.395483398438,6.01217573881149e-05,582.619989013672,100.923735046387,NaN
229.426077270508,5.90186053514481e-05,585.488244628906,93.1548301696777,NaN
227.421263122559,6.30634957551956e-05,586.015411376953,74.9562561035156,NaN
225.428771972656,6.58213746547699e-05,589.909051513672,70.6040786743164,NaN
223.395960998535,6.61890923976898e-05,580.244738769531,77.1966659545898,NaN
221.414695739746,6.34312129020691e-05,580.816778564453,70.8191772460937,NaN
219.437249755859,5.79154521226883e-05,588.765686035156,70.6489067077637,NaN
217.411897277832,5.71800184249878e-05,631.282666015625,53.7062847137451,NaN
215.416847229004,5.80993115901947e-05,666.004528808594,18.3876794815063,NaN
213.442948913574,5.82831698656082e-05,572.713842773437,89.7264045715332,NaN
211.424566650391,6.56375163793564e-05,558.887872314453,123.572039794922,NaN
209.464366149902,6.5085940361023e-05,551.075860595703,132.872444152832,NaN
207.40550994873,6.39827883243561e-05,556.937664794922,109.720162200928,NaN
205.399606323242,6.74761015176773e-05,557.062683105469,105.456451416016,NaN
203.452992248535,4.50453528761864e-05,554.072967529297,124.790055847168,NaN
201.399722290039,2.61079178750515e-05,569.882739257813,118.214011383057,NaN
199.406384277344,2.44531917572021e-05,572.099377441406,111.77843170166,NaN
197.408854675293,1.96728681027889e-05,572.444696044922,109.473755645752,NaN
195.42532043457,2.11437366902828e-05,540.030541992188,133.508361816406,NaN
193.423847961426,2.0040584653616e-05,537.079547119141,136.186546325684,NaN
191.432452392578,2.0592160820961e-05,520.104577636719,153.860118103027,NaN
189.386036682129,2.16953122615814e-05,530.959051513672,135.15237121582,NaN
187.430810546875,2.5924060344696e-05,531.792645263672,134.336744689941,NaN
185.449043273926,2.5188625305891e-05,532.945086669922,131.541845703125,NaN
183.42456817627,2.59240606427193e-05,527.173950195313,144.03207244873,NaN
181.416212463379,2.44531919062138e-05,529.108624267578,146.450903320313,NaN
179.449456787109,2.44531908631325e-05,528.747393798828,146.515649414062,NaN
177.386962890625,2.44531911611557e-05,524.422686767578,149.413298034668,NaN
175.396403503418,2.59240607917309e-05,524.252966308594,149.311814880371,NaN
173.362643432617,2.75787870585918e-05,522.412841796875,150.347171020508,NaN
171.419017028809,2.62917770445347e-05,522.064514160156,150.364134216309,NaN
169.465463256836,2.6475635766983e-05,521.772790527344,150.298040771484,NaN
167.412561035156,2.51886261999607e-05,521.465747070313,150.22098236084,NaN
165.402088928223,2.83142219483852e-05,523.557507324219,148.430651855469,NaN
163.456651306152,3.01528081297874e-05,523.219665527344,148.376937866211,NaN
161.398081970215,2.70272119343281e-05,522.705895996094,148.418547058105,NaN
159.407646179199,2.92335143685341e-05,522.344970703125,148.368925476074,NaN
157.397866821289,3.01528084278107e-05,522.142956542969,148.190258789063,NaN
155.432054138184,2.90496563911438e-05,521.810797119141,148.11798248291,NaN
153.421641540527,2.81303636729717e-05,520.526422119141,148.707968139648,NaN
151.413781738281,3.16236771643162e-05,520.184448242188,148.63123626709,NaN
149.391932678223,3.56685647368431e-05,519.819647216797,148.559483337402,NaN
147.445025634766,3.47492715716362e-05,519.459204101562,148.497434997559,NaN
145.402262878418,2.92335149645805e-05,519.489324951172,148.127565002441,NaN
143.410887145996,2.96012324094772e-05,519.129443359375,148.064840698242,NaN
141.419741821289,2.72110711038113e-05,518.756469726563,148.00691986084,NaN
139.409014892578,2.61079184710979e-05,518.383630371094,147.946694946289,NaN
